Run,Age,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR10039712,embryo invitro day 9,RNA-Seq,299,4703133052,PRJNA562548,SAMN12643962,1808390812,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774774,GSM4050337,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050337,embryo,SRP219759
SRR10039713,embryo invitro day 9,RNA-Seq,299,4721963912,PRJNA562548,SAMN12643961,1788038949,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774783,GSM4050338,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050338,embryo,SRP219759
SRR10039714,embryo invitro day 9,RNA-Seq,299,4773762598,PRJNA562548,SAMN12643960,1873761341,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774784,GSM4050339,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050339,embryo,SRP219759
SRR10039715,embryo invitro day 9,RNA-Seq,299,4840660877,PRJNA562548,SAMN12643959,1855252909,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774785,GSM4050340,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050340,embryo,SRP219759
SRR10039716,embryo invitro day 9,RNA-Seq,299,4814959673,PRJNA562548,SAMN12643958,1836525875,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774786,GSM4050341,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050341,embryo,SRP219759
SRR10039717,embryo invitro day 9,RNA-Seq,299,4719210387,PRJNA562548,SAMN12643957,1844385118,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774787,GSM4050342,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050342,embryo,SRP219759
SRR10039718,embryo invitro day 9,RNA-Seq,299,3901934545,PRJNA562548,SAMN12643956,1514457349,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774788,GSM4050343,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050343,embryo,SRP219759
SRR10039719,embryo invitro day 9,RNA-Seq,299,5025086173,PRJNA562548,SAMN12643955,1865776650,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774789,GSM4050344,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050344,embryo,SRP219759
SRR10039720,embryo invitro day 9,RNA-Seq,299,4747421639,PRJNA562548,SAMN12643954,1847141182,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774790,GSM4050345,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050345,embryo,SRP219759
SRR10039721,embryo invitro day 9,RNA-Seq,299,4830712474,PRJNA562548,SAMN12643953,1864694853,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774799,GSM4050346,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050346,embryo,SRP219759
SRR10039722,embryo invitro day 9,RNA-Seq,299,4969688185,PRJNA562548,SAMN12643952,1922902350,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774800,GSM4050347,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050347,embryo,SRP219759
SRR10039723,embryo invitro day 9,RNA-Seq,299,4344827466,PRJNA562548,SAMN12643951,1609489231,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774801,GSM4050348,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050348,embryo,SRP219759
SRR10039724,embryo invitro day 9,RNA-Seq,299,4797348569,PRJNA562548,SAMN12643950,1852386321,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774802,GSM4050349,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050349,embryo,SRP219759
SRR10039725,embryo invitro day 9,RNA-Seq,299,4969578465,PRJNA562548,SAMN12643986,1934844246,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774803,GSM4050350,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050350,embryo,SRP219759
SRR10039726,embryo invitro day 9,RNA-Seq,299,4979412677,PRJNA562548,SAMN12643985,1861899633,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774804,GSM4050351,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050351,embryo,SRP219759
SRR10039727,embryo invitro day 9,RNA-Seq,299,4646650671,PRJNA562548,SAMN12643984,1739170001,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774805,GSM4050352,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050352,embryo,SRP219759
SRR10039729,embryo invitro day 9,RNA-Seq,299,5021083774,PRJNA562548,SAMN12643982,1830378491,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774815,GSM4050354,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050354,embryo,SRP219759
SRR10039730,embryo invitro day 9,RNA-Seq,299,4229289463,PRJNA562548,SAMN12643981,1641108335,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774816,GSM4050355,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050355,embryo,SRP219759
SRR10039731,embryo invitro day 9,RNA-Seq,299,5058214437,PRJNA562548,SAMN12643882,2002676239,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774817,GSM4050356,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050356,embryo,SRP219759
SRR10039732,embryo invitro day 9,RNA-Seq,299,4745946167,PRJNA562548,SAMN12643881,1861636633,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774818,GSM4050357,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050357,embryo,SRP219759
SRR10039733,embryo invitro day 9,RNA-Seq,299,4745337841,PRJNA562548,SAMN12643880,1851952124,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774819,GSM4050358,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050358,embryo,SRP219759
SRR10039734,embryo invitro day 9,RNA-Seq,299,4834420749,PRJNA562548,SAMN12643980,1895498519,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774820,GSM4050359,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050359,embryo,SRP219759
SRR10039735,embryo invitro day 9,RNA-Seq,299,4949798642,PRJNA562548,SAMN12643979,1814764986,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774821,GSM4050360,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050360,embryo,SRP219759
SRR10039737,embryo invitro day 9,RNA-Seq,299,4850420926,PRJNA562548,SAMN12643883,1796902842,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774831,GSM4050362,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050362,embryo,SRP219759
SRR10039738,embryo invitro day 9,RNA-Seq,299,4975725119,PRJNA562548,SAMN12643879,1810514760,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774832,GSM4050363,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050363,embryo,SRP219759
SRR10039739,embryo invitro day 9,RNA-Seq,299,4884891027,PRJNA562548,SAMN12643878,1794366585,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774833,GSM4050364,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050364,embryo,SRP219759
SRR10039740,embryo invitro day 9,RNA-Seq,299,4748231426,PRJNA562548,SAMN12643877,1725763547,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774834,GSM4050365,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050365,embryo,SRP219759
SRR10039741,embryo invitro day 9,RNA-Seq,299,4977549604,PRJNA562548,SAMN12643876,1807297955,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774835,GSM4050366,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050366,embryo,SRP219759
SRR10039743,embryo invitro day 9,RNA-Seq,299,4798541065,PRJNA562548,SAMN12643874,1873335813,Hypoblast,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774837,GSM4050368,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050368,embryo,SRP219759
SRR10039744,embryo invitro day 9,RNA-Seq,299,4320553957,PRJNA562548,SAMN12643873,1677469381,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774838,GSM4050369,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050369,embryo,SRP219759
SRR10039745,embryo invitro day 9,RNA-Seq,299,4741807460,PRJNA562548,SAMN12643871,1861111818,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774847,GSM4050370,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050370,embryo,SRP219759
SRR10039746,embryo invitro day 9,RNA-Seq,299,4938496911,PRJNA562548,SAMN12643910,1839449108,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774848,GSM4050371,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050371,embryo,SRP219759
SRR10039747,embryo invitro day 9,RNA-Seq,299,5010622647,PRJNA562548,SAMN12643908,1864698465,ICM,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774849,GSM4050372,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050372,embryo,SRP219759
SRR10039748,embryo invitro day 9,RNA-Seq,299,5002450056,PRJNA562548,SAMN12643907,1865733191,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774850,GSM4050373,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050373,embryo,SRP219759
SRR10039749,embryo invitro day 9,RNA-Seq,299,4788252769,PRJNA562548,SAMN12643906,1856167519,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774851,GSM4050374,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050374,embryo,SRP219759
SRR10039750,embryo invitro day 9,RNA-Seq,299,4365835551,PRJNA562548,SAMN12643904,1688539613,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774852,GSM4050375,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050375,embryo,SRP219759
SRR10039751,embryo invitro day 9,RNA-Seq,299,4799478842,PRJNA562548,SAMN12643903,1988338440,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774853,GSM4050376,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050376,embryo,SRP219759
SRR10039752,embryo invitro day 10,RNA-Seq,299,5057946232,PRJNA562548,SAMN12643901,1940407971,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774854,GSM4050377,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050377,embryo,SRP219759
SRR10039754,embryo invitro day 10,RNA-Seq,299,4744307377,PRJNA562548,SAMN12643897,1855521051,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774864,GSM4050379,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050379,embryo,SRP219759
SRR10039755,embryo invitro day 10,RNA-Seq,299,4846608978,PRJNA562548,SAMN12643895,1879817389,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774865,GSM4050380,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050380,embryo,SRP219759
SRR10039756,embryo invitro day 10,RNA-Seq,299,5035730011,PRJNA562548,SAMN12643893,1963568822,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774866,GSM4050381,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050381,embryo,SRP219759
SRR10039757,embryo invitro day 10,RNA-Seq,299,4865802978,PRJNA562548,SAMN12643891,1878646923,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774867,GSM4050382,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050382,embryo,SRP219759
SRR10039758,embryo invitro day 10,RNA-Seq,299,4786320200,PRJNA562548,SAMN12643890,1853949794,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774868,GSM4050383,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050383,embryo,SRP219759
SRR10039759,embryo invitro day 10,RNA-Seq,299,4875014144,PRJNA562548,SAMN12643889,1860616496,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774869,GSM4050384,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050384,embryo,SRP219759
SRR10039760,embryo invitro day 10,RNA-Seq,299,5057397587,PRJNA562548,SAMN12643888,1949098415,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774870,GSM4050385,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050385,embryo,SRP219759
SRR10039761,embryo invitro day 10,RNA-Seq,299,4895035056,PRJNA562548,SAMN12643932,1833778656,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774879,GSM4050386,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050386,embryo,SRP219759
SRR10039762,embryo invitro day 10,RNA-Seq,299,5033044663,PRJNA562548,SAMN12643931,1907743707,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774880,GSM4050387,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050387,embryo,SRP219759
SRR10039763,embryo invitro day 10,RNA-Seq,299,4497788548,PRJNA562548,SAMN12643930,1712821807,CTBs,GEO,public,"sra,fastq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774881,GSM4050388,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050388,embryo,SRP219759
SRR10039764,embryo invitro day 10,RNA-Seq,299,5044136564,PRJNA562548,SAMN12643929,1912932316,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774882,GSM4050389,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050389,embryo,SRP219759
SRR10039765,embryo invitro day 10,RNA-Seq,299,4255695342,PRJNA562548,SAMN12643928,1615903117,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774883,GSM4050390,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050390,embryo,SRP219759
SRR10039766,embryo invitro day 10,RNA-Seq,299,4857733296,PRJNA562548,SAMN12643927,1846330433,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774884,GSM4050391,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050391,embryo,SRP219759
SRR10039767,embryo invitro day 10,RNA-Seq,299,5031320801,PRJNA562548,SAMN12643926,1931427383,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774885,GSM4050392,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050392,embryo,SRP219759
SRR10039768,embryo invitro day 10,RNA-Seq,299,4470197928,PRJNA562548,SAMN12643925,1716527749,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774886,GSM4050393,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050393,embryo,SRP219759
SRR10039769,embryo invitro day 10,RNA-Seq,299,4853112244,PRJNA562548,SAMN12643924,1875530077,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774903,GSM4050394,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050394,embryo,SRP219759
SRR10039770,embryo invitro day 10,RNA-Seq,299,4633427670,PRJNA562548,SAMN12643923,1797907345,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774904,GSM4050395,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050395,embryo,SRP219759
SRR10039771,embryo invitro day 10,RNA-Seq,299,5055826284,PRJNA562548,SAMN12643922,1971023042,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774905,GSM4050396,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050396,embryo,SRP219759
SRR10039772,embryo invitro day 10,RNA-Seq,299,4352725838,PRJNA562548,SAMN12643921,1660895448,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774906,GSM4050397,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050397,embryo,SRP219759
SRR10039773,embryo invitro day 10,RNA-Seq,299,4913268520,PRJNA562548,SAMN12643919,1902077575,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774907,GSM4050398,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050398,embryo,SRP219759
SRR10039774,embryo invitro day 10,RNA-Seq,299,4749776607,PRJNA562548,SAMN12643918,1985795069,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774908,GSM4050399,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050399,embryo,SRP219759
SRR10039775,embryo invitro day 10,RNA-Seq,299,4555322907,PRJNA562548,SAMN12643917,1749335475,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774909,GSM4050400,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050400,embryo,SRP219759
SRR10039776,embryo invitro day 10,RNA-Seq,299,4526418356,PRJNA562548,SAMN12643916,1768002762,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774910,GSM4050401,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050401,embryo,SRP219759
SRR10039777,embryo invitro day 10,RNA-Seq,299,4543354610,PRJNA562548,SAMN12643915,1720581118,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774927,GSM4050402,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050402,embryo,SRP219759
SRR10039778,embryo invitro day 10,RNA-Seq,299,5010451485,PRJNA562548,SAMN12643914,1930498345,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774928,GSM4050403,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050403,embryo,SRP219759
SRR10039779,embryo invitro day 10,RNA-Seq,299,4734493834,PRJNA562548,SAMN12643913,1848514217,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774929,GSM4050404,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050404,embryo,SRP219759
SRR10039780,embryo invitro day 10,RNA-Seq,299,4967525547,PRJNA562548,SAMN12643912,1919606844,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774930,GSM4050405,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050405,embryo,SRP219759
SRR10039781,embryo invitro day 10,RNA-Seq,299,4964480773,PRJNA562548,SAMN12643949,1929662653,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774931,GSM4050406,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050406,embryo,SRP219759
SRR10039782,embryo invitro day 10,RNA-Seq,299,5014868108,PRJNA562548,SAMN12643948,1935735592,STBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774932,GSM4050407,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050407,embryo,SRP219759
SRR10039783,embryo invitro day 10,RNA-Seq,299,4733947772,PRJNA562548,SAMN12643947,1871226093,EPI,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774933,GSM4050408,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050408,embryo,SRP219759
SRR10039784,embryo invitro day 10,RNA-Seq,299,4822456383,PRJNA562548,SAMN12643946,1876689990,CTBs,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX6774934,GSM4050409,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-11-28T00:00:00Z,GSM4050409,embryo,SRP219759
