Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Developmental_stage,embryo_type,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study
SRR9646009,RNA-Seq,300,5996139900,PRJNA552818,SAMN12219239,2291656771,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",4-cell,BI embryo,SRX6407658,GSM3928392,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928392,Embryo,SRP213116
SRR9646010,RNA-Seq,180,7951286700,PRJNA552818,SAMN12219238,6037509297,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407659,GSM3928393,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928393,Embryo,SRP213116
SRR9646011,RNA-Seq,180,8410412160,PRJNA552818,SAMN12219237,6435300551,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407660,GSM3928394,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928394,Embryo,SRP213116
SRR9646012,RNA-Seq,180,8598677580,PRJNA552818,SAMN12219236,6335306248,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407661,GSM3928395,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928395,Embryo,SRP213116
SRR9646013,RNA-Seq,180,6440379840,PRJNA552818,SAMN12219235,4972357099,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407662,GSM3928396,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928396,Embryo,SRP213116
SRR9646014,RNA-Seq,180,6545561940,PRJNA552818,SAMN12219234,4865538013,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407663,GSM3928397,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928397,Embryo,SRP213116
SRR9646015,RNA-Seq,180,7565471280,PRJNA552818,SAMN12219233,5618409410,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407664,GSM3928398,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928398,Embryo,SRP213116
SRR9646016,RNA-Seq,180,8284265100,PRJNA552818,SAMN12219232,6048403505,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407665,GSM3928399,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928399,Embryo,SRP213116
SRR9646017,RNA-Seq,180,8560370340,PRJNA552818,SAMN12219231,6744554917,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407666,GSM3928400,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928400,Embryo,SRP213116
SRR9646018,RNA-Seq,180,8071379280,PRJNA552818,SAMN12219230,6355185405,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407667,GSM3928401,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928401,Embryo,SRP213116
SRR9646019,RNA-Seq,180,8273445300,PRJNA552818,SAMN12219229,6270424800,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407668,GSM3928402,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928402,Embryo,SRP213116
SRR9646020,RNA-Seq,180,8431132140,PRJNA552818,SAMN12219275,6608185563,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407669,GSM3928403,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928403,Embryo,SRP213116
SRR9646021,RNA-Seq,180,7004725920,PRJNA552818,SAMN12219274,5575125912,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407670,GSM3928404,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928404,Embryo,SRP213116
SRR9646022,RNA-Seq,180,5887891440,PRJNA552818,SAMN12219273,4614001624,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407671,GSM3928405,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928405,Embryo,SRP213116
SRR9646023,RNA-Seq,180,8487734580,PRJNA552818,SAMN12219272,6549001937,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407672,GSM3928406,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928406,Embryo,SRP213116
SRR9646024,RNA-Seq,180,5744232360,PRJNA552818,SAMN12219271,4379946802,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407673,GSM3928407,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928407,Embryo,SRP213116
SRR9646025,RNA-Seq,180,6993714240,PRJNA552818,SAMN12219270,5090749274,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407674,GSM3928408,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928408,Embryo,SRP213116
SRR9646026,RNA-Seq,180,7385124420,PRJNA552818,SAMN12219269,5361587800,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407675,GSM3928409,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928409,Embryo,SRP213116
SRR9646027,RNA-Seq,180,5818342320,PRJNA552818,SAMN12219268,4261631424,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407676,GSM3928410,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928410,Embryo,SRP213116
SRR9646028,RNA-Seq,180,6022867680,PRJNA552818,SAMN12219267,4531229629,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407677,GSM3928411,Illumina HiSeq 2500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928411,Embryo,SRP213116
SRR9646029,RNA-Seq,300,6077816700,PRJNA552818,SAMN12219266,2381058329,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407678,GSM3928412,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928412,Embryo,SRP213116
SRR9646030,RNA-Seq,300,5926571700,PRJNA552818,SAMN12219265,2317823525,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407679,GSM3928413,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928413,Embryo,SRP213116
SRR9646031,RNA-Seq,300,6174829200,PRJNA552818,SAMN12219264,2373958232,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407680,GSM3928414,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928414,Embryo,SRP213116
SRR9646032,RNA-Seq,300,6200997600,PRJNA552818,SAMN12219262,2380864895,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407681,GSM3928415,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928415,Embryo,SRP213116
SRR9646033,RNA-Seq,300,5563973700,PRJNA552818,SAMN12219261,2149106707,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407682,GSM3928416,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928416,Embryo,SRP213116
SRR9646034,RNA-Seq,300,5961079200,PRJNA552818,SAMN12219260,2284794630,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407683,GSM3928417,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928417,Embryo,SRP213116
SRR9646035,RNA-Seq,300,6013404000,PRJNA552818,SAMN12219259,2299832400,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407684,GSM3928418,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928418,Embryo,SRP213116
SRR9646036,RNA-Seq,300,6143440200,PRJNA552818,SAMN12219258,2411379496,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407685,GSM3928419,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928419,Embryo,SRP213116
SRR9646037,RNA-Seq,300,6085930500,PRJNA552818,SAMN12219202,2417840361,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407686,GSM3928420,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928420,Embryo,SRP213116
SRR9646038,RNA-Seq,300,6085722300,PRJNA552818,SAMN12219201,2417129038,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407687,GSM3928421,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928421,Embryo,SRP213116
SRR9646039,RNA-Seq,300,6031483200,PRJNA552818,SAMN12219199,2397392151,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407688,GSM3928422,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928422,Embryo,SRP213116
SRR9646040,RNA-Seq,300,6135635700,PRJNA552818,SAMN12219198,2452108964,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407689,GSM3928423,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928423,Embryo,SRP213116
SRR9646041,RNA-Seq,300,6126685200,PRJNA552818,SAMN12219197,2445106981,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407690,GSM3928424,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928424,Embryo,SRP213116
SRR9646042,RNA-Seq,300,5362623900,PRJNA552818,SAMN12219196,2137500646,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407691,GSM3928425,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928425,Embryo,SRP213116
SRR9646043,RNA-Seq,300,6174229500,PRJNA552818,SAMN12219195,2462769204,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",8-cell,BI embryo,SRX6407692,GSM3928426,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928426,Embryo,SRP213116
SRR9646045,RNA-Seq,300,6072035700,PRJNA552818,SAMN12219193,2426756837,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407694,GSM3928428,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928428,Embryo,SRP213116
SRR9646046,RNA-Seq,300,6032787300,PRJNA552818,SAMN12219192,2395023921,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407695,GSM3928429,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928429,Embryo,SRP213116
SRR9646047,RNA-Seq,300,6103414800,PRJNA552818,SAMN12219191,2429077329,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407696,GSM3928430,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928430,Embryo,SRP213116
SRR9646048,RNA-Seq,300,6193698900,PRJNA552818,SAMN12219190,2472199274,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407697,GSM3928431,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928431,Embryo,SRP213116
SRR9646049,RNA-Seq,300,5794867500,PRJNA552818,SAMN12219189,2295622775,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407698,GSM3928432,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928432,Embryo,SRP213116
SRR9646050,RNA-Seq,300,6119743500,PRJNA552818,SAMN12219188,2437732394,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407699,GSM3928433,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928433,Embryo,SRP213116
SRR9646051,RNA-Seq,300,5230648500,PRJNA552818,SAMN12219187,2094496959,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407700,GSM3928434,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928434,Embryo,SRP213116
SRR9646052,RNA-Seq,300,6010413900,PRJNA552818,SAMN12219186,2499466053,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407701,GSM3928435,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928435,Embryo,SRP213116
SRR9646053,RNA-Seq,300,6167126700,PRJNA552818,SAMN12219185,2438514831,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407702,GSM3928436,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928436,Embryo,SRP213116
SRR9646054,RNA-Seq,300,4310336700,PRJNA552818,SAMN12219184,1765570282,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407703,GSM3928437,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928437,Embryo,SRP213116
SRR9646055,RNA-Seq,300,4963011000,PRJNA552818,SAMN12219183,1984564009,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407704,GSM3928438,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928438,Embryo,SRP213116
SRR9646056,RNA-Seq,300,5937728100,PRJNA552818,SAMN12219182,2423499109,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407705,GSM3928439,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928439,Embryo,SRP213116
SRR9646057,RNA-Seq,300,5228690700,PRJNA552818,SAMN12219181,2149752818,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407706,GSM3928440,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928440,Embryo,SRP213116
SRR9646058,RNA-Seq,300,3290875800,PRJNA552818,SAMN12219180,1331605270,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407707,GSM3928441,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928441,Embryo,SRP213116
SRR9646059,RNA-Seq,300,5016353100,PRJNA552818,SAMN12219179,2048407411,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407708,GSM3928442,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928442,Embryo,SRP213116
SRR9646060,RNA-Seq,300,5176256100,PRJNA552818,SAMN12219178,2186316660,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407709,GSM3928443,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928443,Embryo,SRP213116
SRR9646061,RNA-Seq,300,3562137600,PRJNA552818,SAMN12219177,1448025880,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407710,GSM3928444,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928444,Embryo,SRP213116
SRR9646063,RNA-Seq,300,4260323400,PRJNA552818,SAMN12219175,1681411678,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407712,GSM3928446,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928446,Embryo,SRP213116
SRR9646064,RNA-Seq,300,6161330100,PRJNA552818,SAMN12219228,2445556766,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407713,GSM3928447,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928447,Embryo,SRP213116
SRR9646065,RNA-Seq,300,5004720000,PRJNA552818,SAMN12219227,1981683978,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407714,GSM3928448,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928448,Embryo,SRP213116
SRR9646067,RNA-Seq,300,6177827700,PRJNA552818,SAMN12219225,2461502083,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407716,GSM3928450,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928450,Embryo,SRP213116
SRR9646068,RNA-Seq,300,6131284500,PRJNA552818,SAMN12219223,2453861432,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407717,GSM3928451,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928451,Embryo,SRP213116
SRR9646069,RNA-Seq,300,6121743900,PRJNA552818,SAMN12219222,2509083770,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407718,GSM3928452,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928452,Embryo,SRP213116
SRR9646070,RNA-Seq,300,6145576500,PRJNA552818,SAMN12219221,2511798341,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407719,GSM3928453,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928453,Embryo,SRP213116
SRR9646071,RNA-Seq,300,3966371400,PRJNA552818,SAMN12219220,1577018269,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407720,GSM3928454,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928454,Embryo,SRP213116
SRR9646072,RNA-Seq,300,4852827600,PRJNA552818,SAMN12219219,1902534052,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407721,GSM3928455,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928455,Embryo,SRP213116
SRR9646073,RNA-Seq,300,3945636300,PRJNA552818,SAMN12219218,1526624853,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407722,GSM3928456,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928456,Embryo,SRP213116
SRR9646074,RNA-Seq,300,4868298300,PRJNA552818,SAMN12219217,1901114652,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407723,GSM3928457,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928457,Embryo,SRP213116
SRR9646075,RNA-Seq,300,5190700800,PRJNA552818,SAMN12219216,2060372973,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407724,GSM3928458,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928458,Embryo,SRP213116
SRR9646076,RNA-Seq,300,4532598900,PRJNA552818,SAMN12219215,1782521600,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407725,GSM3928459,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928459,Embryo,SRP213116
SRR9646077,RNA-Seq,300,5311553100,PRJNA552818,SAMN12219214,2095008404,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407726,GSM3928460,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928460,Embryo,SRP213116
SRR9646078,RNA-Seq,300,5570529300,PRJNA552818,SAMN12219213,2182844895,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407727,GSM3928461,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928461,Embryo,SRP213116
SRR9646079,RNA-Seq,300,5272219200,PRJNA552818,SAMN12219212,2080541638,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",morula,BI embryo,SRX6407728,GSM3928462,Illumina HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-09T00:00:00Z,GSM3928462,Embryo,SRP213116
