Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,development_day,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Stage
SRR8483896,RNA-Seq,300,864360000,PRJNA516921,SAMN10815068,370768041,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day14,SRX5288534,GSM3578489,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578489,trophoblasts,SRP181926,post-implantation
SRR8483897,RNA-Seq,300,640554900,PRJNA516921,SAMN10815067,268951622,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day14,SRX5288535,GSM3578490,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578490,trophoblasts,SRP181926,post-implantation
SRR8483898,RNA-Seq,300,429867600,PRJNA516921,SAMN10815066,180832166,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day14,SRX5288536,GSM3578491,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578491,trophoblasts,SRP181926,post-implantation
SRR8483899,RNA-Seq,300,1216944600,PRJNA516921,SAMN10815065,521774142,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288537,GSM3578492,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578492,trophoblasts,SRP181926,implantation
SRR8483900,RNA-Seq,300,1805443200,PRJNA516921,SAMN10815064,793251589,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288538,GSM3578493,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578493,trophoblasts,SRP181926,implantation
SRR8483901,RNA-Seq,300,1651420200,PRJNA516921,SAMN10815063,732775413,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288539,GSM3578494,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578494,trophoblasts,SRP181926,implantation
SRR8483902,RNA-Seq,300,2008850100,PRJNA516921,SAMN10815062,892713232,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288540,GSM3578495,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578495,trophoblasts,SRP181926,implantation
SRR8483903,RNA-Seq,300,1697912700,PRJNA516921,SAMN10815061,756672700,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288541,GSM3578496,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578496,trophoblasts,SRP181926,implantation
SRR8483904,RNA-Seq,300,1293429300,PRJNA516921,SAMN10815133,572720952,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288542,GSM3578497,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578497,trophoblasts,SRP181926,implantation
SRR8483905,RNA-Seq,300,2223812700,PRJNA516921,SAMN10815132,981019562,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288543,GSM3578498,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578498,trophoblasts,SRP181926,implantation
SRR8483906,RNA-Seq,300,1671725700,PRJNA516921,SAMN10815131,739007386,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288544,GSM3578499,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578499,trophoblasts,SRP181926,implantation
SRR8483907,RNA-Seq,300,2229954900,PRJNA516921,SAMN10815130,985164536,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288545,GSM3578500,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578500,trophoblasts,SRP181926,implantation
SRR8483908,RNA-Seq,300,1901861400,PRJNA516921,SAMN10815129,843113240,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288546,GSM3578501,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578501,trophoblasts,SRP181926,implantation
SRR8483909,RNA-Seq,300,875029500,PRJNA516921,SAMN10815128,389933230,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288547,GSM3578502,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578502,trophoblasts,SRP181926,implantation
SRR8483910,RNA-Seq,300,2654486400,PRJNA516921,SAMN10815127,1102606012,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288548,GSM3578503,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578503,trophoblasts,SRP181926,implantation
SRR8483911,RNA-Seq,300,1795501200,PRJNA516921,SAMN10815125,772568269,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288549,GSM3578504,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578504,trophoblasts,SRP181926,implantation
SRR8483912,RNA-Seq,300,467200500,PRJNA516921,SAMN10815124,207328406,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288550,GSM3578505,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578505,trophoblasts,SRP181926,implantation
SRR8483913,RNA-Seq,300,974867100,PRJNA516921,SAMN10815123,428875385,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288551,GSM3578506,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578506,trophoblasts,SRP181926,implantation
SRR8483914,RNA-Seq,300,463622400,PRJNA516921,SAMN10815122,208371810,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288552,GSM3578507,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578507,trophoblasts,SRP181926,implantation
SRR8483915,RNA-Seq,300,1813381800,PRJNA516921,SAMN10815121,797609333,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288553,GSM3578508,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578508,trophoblasts,SRP181926,implantation
SRR8483916,RNA-Seq,300,1462313700,PRJNA516921,SAMN10815120,645799463,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288554,GSM3578509,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578509,trophoblasts,SRP181926,implantation
SRR8483917,RNA-Seq,300,1366473300,PRJNA516921,SAMN10815119,605309803,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288555,GSM3578510,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578510,trophoblasts,SRP181926,implantation
SRR8483918,RNA-Seq,300,2164587600,PRJNA516921,SAMN10815118,965433145,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288556,GSM3578511,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578511,trophoblasts,SRP181926,implantation
SRR8483919,RNA-Seq,300,1384821000,PRJNA516921,SAMN10815117,615237685,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288557,GSM3578512,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578512,trophoblasts,SRP181926,implantation
SRR8483920,RNA-Seq,300,581550900,PRJNA516921,SAMN10815110,264385801,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288558,GSM3578513,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578513,trophoblasts,SRP181926,implantation
SRR8483921,RNA-Seq,300,1241489700,PRJNA516921,SAMN10815116,547137165,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288559,GSM3578514,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578514,trophoblasts,SRP181926,implantation
SRR8483922,RNA-Seq,300,2142492000,PRJNA516921,SAMN10815115,955920529,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288560,GSM3578515,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578515,trophoblasts,SRP181926,implantation
SRR8483923,RNA-Seq,300,494460900,PRJNA516921,SAMN10815114,217925351,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288561,GSM3578516,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578516,trophoblasts,SRP181926,implantation
SRR8483924,RNA-Seq,300,1683715200,PRJNA516921,SAMN10815113,757030110,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288562,GSM3578517,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578517,trophoblasts,SRP181926,implantation
SRR8483925,RNA-Seq,300,2174247300,PRJNA516921,SAMN10815112,969162156,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288563,GSM3578518,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578518,trophoblasts,SRP181926,implantation
SRR8483926,RNA-Seq,300,1373591700,PRJNA516921,SAMN10815111,597609716,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288564,GSM3578519,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578519,trophoblasts,SRP181926,implantation
SRR8483927,RNA-Seq,300,1567582500,PRJNA516921,SAMN10815109,697437613,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288565,GSM3578520,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578520,trophoblasts,SRP181926,implantation
SRR8483928,RNA-Seq,300,1811404200,PRJNA516921,SAMN10815108,803076969,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288566,GSM3578521,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578521,trophoblasts,SRP181926,implantation
SRR8483929,RNA-Seq,300,1189555200,PRJNA516921,SAMN10815107,531318425,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288567,GSM3578522,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578522,trophoblasts,SRP181926,implantation
SRR8483930,RNA-Seq,300,2073581400,PRJNA516921,SAMN10815106,925096782,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288568,GSM3578523,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578523,trophoblasts,SRP181926,implantation
SRR8483931,RNA-Seq,300,1805507700,PRJNA516921,SAMN10815105,810494600,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288569,GSM3578524,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578524,trophoblasts,SRP181926,implantation
SRR8483932,RNA-Seq,300,1725212100,PRJNA516921,SAMN10815104,759996400,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288570,GSM3578525,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578525,trophoblasts,SRP181926,implantation
SRR8483933,RNA-Seq,300,971518800,PRJNA516921,SAMN10815103,439175048,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288571,GSM3578526,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578526,trophoblasts,SRP181926,implantation
SRR8483934,RNA-Seq,300,880407900,PRJNA516921,SAMN10815102,397764768,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288572,GSM3578527,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578527,trophoblasts,SRP181926,implantation
SRR8483935,RNA-Seq,300,728906700,PRJNA516921,SAMN10815101,321871958,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288573,GSM3578528,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578528,trophoblasts,SRP181926,implantation
SRR8483936,RNA-Seq,300,1490643900,PRJNA516921,SAMN10815100,653309899,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288574,GSM3578529,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578529,trophoblasts,SRP181926,implantation
SRR8483937,RNA-Seq,300,1083711600,PRJNA516921,SAMN10815099,479120518,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288575,GSM3578530,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578530,trophoblasts,SRP181926,implantation
SRR8483938,RNA-Seq,300,1358773200,PRJNA516921,SAMN10815098,597525783,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288576,GSM3578531,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578531,trophoblasts,SRP181926,implantation
SRR8483939,RNA-Seq,300,1153718400,PRJNA516921,SAMN10815097,511114904,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288577,GSM3578532,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578532,trophoblasts,SRP181926,implantation
SRR8483940,RNA-Seq,300,1021820100,PRJNA516921,SAMN10815096,456385316,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288578,GSM3578533,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578533,trophoblasts,SRP181926,implantation
SRR8483941,RNA-Seq,300,1205992500,PRJNA516921,SAMN10815095,539402319,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288579,GSM3578534,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578534,trophoblasts,SRP181926,implantation
SRR8483942,RNA-Seq,300,955050300,PRJNA516921,SAMN10815094,422000021,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288580,GSM3578535,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578535,trophoblasts,SRP181926,implantation
SRR8483943,RNA-Seq,300,596906400,PRJNA516921,SAMN10815093,265078717,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288581,GSM3578536,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578536,trophoblasts,SRP181926,implantation
SRR8483944,RNA-Seq,300,1745359800,PRJNA516921,SAMN10815092,766466753,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288582,GSM3578537,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578537,trophoblasts,SRP181926,implantation
SRR8483945,RNA-Seq,300,1415536200,PRJNA516921,SAMN10815091,623865278,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288583,GSM3578538,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578538,trophoblasts,SRP181926,implantation
SRR8483946,RNA-Seq,300,880502100,PRJNA516921,SAMN10815165,391176509,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288584,GSM3578539,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578539,trophoblasts,SRP181926,implantation
SRR8483947,RNA-Seq,300,639031500,PRJNA516921,SAMN10815164,282389254,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288585,GSM3578540,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578540,trophoblasts,SRP181926,implantation
SRR8483948,RNA-Seq,300,2085065400,PRJNA516921,SAMN10815060,922303771,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288586,GSM3578541,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578541,trophoblasts,SRP181926,implantation
SRR8483949,RNA-Seq,300,2205907200,PRJNA516921,SAMN10815059,966903092,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288587,GSM3578542,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578542,trophoblasts,SRP181926,implantation
SRR8483950,RNA-Seq,300,691315200,PRJNA516921,SAMN10815058,305078516,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288588,GSM3578543,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578543,trophoblasts,SRP181926,implantation
SRR8483951,RNA-Seq,300,1264110600,PRJNA516921,SAMN10815057,556671080,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288589,GSM3578544,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578544,trophoblasts,SRP181926,implantation
SRR8483952,RNA-Seq,300,1527065700,PRJNA516921,SAMN10815056,679816851,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288590,GSM3578545,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578545,trophoblasts,SRP181926,implantation
SRR8483953,RNA-Seq,300,2429467200,PRJNA516921,SAMN10815055,1068350885,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288591,GSM3578546,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578546,trophoblasts,SRP181926,implantation
SRR8483954,RNA-Seq,300,1474473300,PRJNA516921,SAMN10815054,629239570,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288592,GSM3578547,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578547,trophoblasts,SRP181926,implantation
SRR8483955,RNA-Seq,300,1085522400,PRJNA516921,SAMN10815053,453441625,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288593,GSM3578548,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578548,trophoblasts,SRP181926,implantation
SRR8483956,RNA-Seq,300,338656800,PRJNA516921,SAMN10815052,143744194,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288594,GSM3578549,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578549,trophoblasts,SRP181926,implantation
SRR8483957,RNA-Seq,300,858521100,PRJNA516921,SAMN10815051,381262506,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288595,GSM3578550,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578550,trophoblasts,SRP181926,implantation
SRR8483958,RNA-Seq,300,678754200,PRJNA516921,SAMN10815050,299515618,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288596,GSM3578551,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578551,trophoblasts,SRP181926,implantation
SRR8483959,RNA-Seq,300,1171368900,PRJNA516921,SAMN10815049,513578161,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288597,GSM3578552,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578552,trophoblasts,SRP181926,implantation
SRR8483960,RNA-Seq,300,1057340100,PRJNA516921,SAMN10815048,451006419,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288598,GSM3578553,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578553,trophoblasts,SRP181926,implantation
SRR8483961,RNA-Seq,300,1199373000,PRJNA516921,SAMN10815047,520544889,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288599,GSM3578554,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578554,trophoblasts,SRP181926,implantation
SRR8483962,RNA-Seq,300,1569603600,PRJNA516921,SAMN10815046,687117426,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288600,GSM3578555,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578555,trophoblasts,SRP181926,implantation
SRR8483963,RNA-Seq,300,1856944800,PRJNA516921,SAMN10815045,835086182,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288601,GSM3578556,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578556,trophoblasts,SRP181926,implantation
SRR8483964,RNA-Seq,300,1091422500,PRJNA516921,SAMN10815044,481602452,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288602,GSM3578557,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578557,trophoblasts,SRP181926,implantation
SRR8483965,RNA-Seq,300,196296600,PRJNA516921,SAMN10815043,89315071,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288603,GSM3578558,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578558,trophoblasts,SRP181926,implantation
SRR8483966,RNA-Seq,300,1403846700,PRJNA516921,SAMN10815042,623670699,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",day7,SRX5288604,GSM3578559,HiSeq X Ten,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2019-10-29T00:00:00Z,GSM3578559,trophoblasts,SRP181926,implantation
