Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_count,cell_ID,Cell_Line,Cell_type,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,GEO_Accession (exp),Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,Time_point,Treatment
SRR12862739,RNA-Seq,74,37334924,PRJNA603321,SAMN16502527,14135434,1,VZA01702.K10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329484,GSM4839874,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839874,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862741,RNA-Seq,74,35351206,PRJNA603321,SAMN16502522,13248539,1,VZA01702.K12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329486,GSM4839876,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839876,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862742,RNA-Seq,74,13808326,PRJNA603321,SAMN16502526,5195731,1,VZA01702.K13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329487,GSM4839877,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839877,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862745,RNA-Seq,74,28153448,PRJNA603321,SAMN16502521,10676757,1,VZA01702.K16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329490,GSM4839880,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839880,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862746,RNA-Seq,74,29108122,PRJNA603321,SAMN16502520,11073537,1,VZA01702.K17,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329491,GSM4839881,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839881,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862748,RNA-Seq,74,23554866,PRJNA603321,SAMN16502518,8855448,1,VZA01702.K19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329493,GSM4839883,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839883,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862750,RNA-Seq,74,17026142,PRJNA603321,SAMN16502516,6467591,1,VZA01702.K21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329495,GSM4839885,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839885,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862752,RNA-Seq,74,10763226,PRJNA603321,SAMN16502514,4132949,1,VZA01702.K23,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9329497,GSM4839887,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839887,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862754,RNA-Seq,74,8011536,PRJNA603321,SAMN16502512,3063973,1,VZA01702.L01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330147,GSM4839889,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839889,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862756,RNA-Seq,74,337958,PRJNA603321,SAMN16502510,211353,1,VZA01702.L03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330149,GSM4839891,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839891,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862758,RNA-Seq,74,17786270,PRJNA603321,SAMN16502544,6703249,1,VZA01702.L05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330151,GSM4839893,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839893,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862759,RNA-Seq,74,10476550,PRJNA603321,SAMN16502543,3965091,1,VZA01702.L06,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330152,GSM4839894,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839894,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862761,RNA-Seq,74,8926916,PRJNA603321,SAMN16502541,3391311,1,VZA01702.L08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330154,GSM4839896,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839896,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862763,RNA-Seq,74,29058320,PRJNA603321,SAMN16502215,10852168,1,VZA01702.L10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330156,GSM4839898,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839898,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862764,RNA-Seq,74,14947112,PRJNA603321,SAMN16502214,5635429,1,VZA01702.L11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330157,GSM4839899,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839899,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862766,RNA-Seq,74,26424290,PRJNA603321,SAMN16502212,9830313,1,VZA01702.L13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330159,GSM4839901,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839901,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862768,RNA-Seq,74,55110982,PRJNA603321,SAMN16502208,20540381,1,VZA01702.L15,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330161,GSM4839903,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839903,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862774,RNA-Seq,74,14696622,PRJNA603321,SAMN16502204,5540340,1,VZA01702.L21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330167,GSM4839909,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839909,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862775,RNA-Seq,74,16580662,PRJNA603321,SAMN16502203,6243633,1,VZA01702.L22,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330168,GSM4839910,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839910,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862776,RNA-Seq,74,13128488,PRJNA603321,SAMN16502202,4973350,1,VZA01702.L23,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330169,GSM4839911,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839911,DNTR-seq mRNA,SRP245376,48h,Control
SRR12862778,RNA-Seq,74,3640652,PRJNA603321,SAMN16502200,1435691,1,VZA01702.M01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328902,GSM4839913,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839913,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862780,RNA-Seq,74,18582214,PRJNA603321,SAMN16502236,6943480,1,VZA01702.M03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328904,GSM4839915,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839915,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862782,RNA-Seq,74,21207660,PRJNA603321,SAMN16502234,7936877,1,VZA01702.M05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328906,GSM4839917,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839917,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862784,RNA-Seq,74,15825862,PRJNA603321,SAMN16502232,5935428,1,VZA01702.M07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328908,GSM4839919,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839919,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862786,RNA-Seq,74,23331386,PRJNA603321,SAMN16502230,8750410,1,VZA01702.M09,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328910,GSM4839921,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839921,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862788,RNA-Seq,74,31442526,PRJNA603321,SAMN16502228,11709617,1,VZA01702.M11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328912,GSM4839923,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839923,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862789,RNA-Seq,74,26834546,PRJNA603321,SAMN16502227,9992893,1,VZA01702.M12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9328913,GSM4839924,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4839924,DNTR-seq mRNA,SRP245376,48h,X-ray 1Gy
SRR12862791,RNA-Seq,74,12659994,PRJNA603321,SAMN16502038,4786080,1,VZA01707.J08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331096,GSM4840618,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840618,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862793,RNA-Seq,74,19402504,PRJNA603321,SAMN16502036,7299020,1,VZA01707.J10,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331098,GSM4840620,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840620,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862796,RNA-Seq,74,32485260,PRJNA603321,SAMN16502033,12235110,1,VZA01707.J13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331101,GSM4840626,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840626,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862797,RNA-Seq,74,43572384,PRJNA603321,SAMN16502032,16250994,1,VZA01707.J14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331102,GSM4840628,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840628,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862800,RNA-Seq,74,35874978,PRJNA603321,SAMN16502028,13416414,1,VZA01707.J17,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9331105,GSM4840634,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840634,DNTR-seq mRNA,SRP245376,48h,ETO 3uM
SRR12862803,RNA-Seq,74,21295128,PRJNA603321,SAMN16502065,8023469,1,VZA01707.J20,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327749,GSM4840637,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840637,DNTR-seq mRNA,SRP245376,48h,ETO 30uM
SRR12862804,RNA-Seq,74,22861412,PRJNA603321,SAMN16502064,8584652,1,VZA01707.J21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327750,GSM4840638,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840638,DNTR-seq mRNA,SRP245376,48h,ETO 30uM
SRR12862805,RNA-Seq,74,35636328,PRJNA603321,SAMN16502070,13338565,1,VZA01707.J22,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327751,GSM4840639,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840639,DNTR-seq mRNA,SRP245376,48h,ETO 100uM
SRR12862806,RNA-Seq,74,3722274,PRJNA603321,SAMN16502069,1488755,1,VZA01707.K01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327752,GSM4840640,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840640,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862809,RNA-Seq,74,5563616,PRJNA603321,SAMN16502062,2204437,1,VZA01707.K04,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327755,GSM4840643,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840643,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862812,RNA-Seq,74,14802812,PRJNA603321,SAMN16502057,5672423,1,VZA01707.K07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327758,GSM4840646,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840646,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862816,RNA-Seq,74,11565386,PRJNA603321,SAMN16502053,4408249,1,VZA01707.K11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327762,GSM4840650,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840650,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862817,RNA-Seq,74,10790976,PRJNA603321,SAMN16502052,4122303,1,VZA01707.K12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327763,GSM4840651,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840651,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862818,RNA-Seq,74,23271150,PRJNA603321,SAMN16502051,8856465,1,VZA01707.K13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327764,GSM4840652,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840652,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862821,RNA-Seq,74,30664120,PRJNA603321,SAMN16502048,11656888,1,VZA01707.K16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327767,GSM4840655,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840655,DNTR-seq mRNA,SRP245376,48h,ETO 1uM
SRR12862822,RNA-Seq,74,27913910,PRJNA603321,SAMN16502086,10557534,1,VZA01707.K17,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327768,GSM4840656,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840656,DNTR-seq mRNA,SRP245376,48h,ETO 3uM
SRR12862826,RNA-Seq,74,14948518,PRJNA603321,SAMN16502082,5716149,1,VZA01707.K21,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330267,GSM4840660,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840660,DNTR-seq mRNA,SRP245376,48h,ETO 30uM
SRR12862829,RNA-Seq,74,9519360,PRJNA603321,SAMN16502079,3619455,1,VZA01707.L02,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330270,GSM4840663,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840663,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862832,RNA-Seq,74,9566054,PRJNA603321,SAMN16501982,3668463,1,VZA01707.L05,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330273,GSM4840666,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840666,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862834,RNA-Seq,74,6748948,PRJNA603321,SAMN16501976,2611714,1,VZA01707.L07,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330275,GSM4840668,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840668,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862835,RNA-Seq,74,8555584,PRJNA603321,SAMN16501980,3276060,1,VZA01707.L08,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330276,GSM4840669,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840669,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862838,RNA-Seq,74,303844,PRJNA603321,SAMN16501977,209823,1,VZA01707.L11,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330279,GSM4840672,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840672,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862839,RNA-Seq,74,11195090,PRJNA603321,SAMN16501975,4259048,1,VZA01707.L12,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330280,GSM4840673,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840673,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862840,RNA-Seq,74,5446400,PRJNA603321,SAMN16502009,2128975,1,VZA01707.L13,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330281,GSM4840674,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840674,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862841,RNA-Seq,74,29934036,PRJNA603321,SAMN16502008,11249294,1,VZA01707.L14,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330282,GSM4840675,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840675,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862842,RNA-Seq,74,44395560,PRJNA603321,SAMN16502007,16511071,1,VZA01707.L15,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330283,GSM4840676,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840676,DNTR-seq mRNA,SRP245376,48h,ETO 1uM
SRR12862843,RNA-Seq,74,29703008,PRJNA603321,SAMN16502006,11165097,1,VZA01707.L16,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330284,GSM4840677,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840677,DNTR-seq mRNA,SRP245376,48h,ETO 1uM
SRR12862845,RNA-Seq,74,67945098,PRJNA603321,SAMN16502004,25342408,1,VZA01707.L18,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330286,GSM4840679,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840679,DNTR-seq mRNA,SRP245376,48h,ETO 3uM
SRR12862846,RNA-Seq,74,30589306,PRJNA603321,SAMN16502003,12002330,1,VZA01707.L19,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330287,GSM4840680,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840680,DNTR-seq mRNA,SRP245376,48h,ETO 30uM
SRR12862847,RNA-Seq,74,31334782,PRJNA603321,SAMN16502002,11817198,1,VZA01707.L20,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330288,GSM4840681,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840681,DNTR-seq mRNA,SRP245376,48h,ETO 30uM
SRR12862849,RNA-Seq,74,29112636,PRJNA603321,SAMN16502000,10912280,1,VZA01707.L22,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9330290,GSM4840683,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840683,DNTR-seq mRNA,SRP245376,48h,ETO 100uM
SRR12862850,RNA-Seq,74,3086244,PRJNA603321,SAMN16501999,1230668,1,VZA01707.M01,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327772,GSM4840684,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840684,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
SRR12862852,RNA-Seq,74,3621708,PRJNA603321,SAMN16501997,1426595,1,VZA01707.M03,HCT116,colorectal carcinoma,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9327774,GSM4840686,NextSeq 500,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2020-10-22T00:00:00Z,GSM4840686,DNTR-seq mRNA,SRP245376,48h,ETO 10uM
